LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,CERTIFICATE_HASH
1.77433520081105E+020,Flat 1 Elizabethan Court,Roberts Road,,EX2 4HB,2265783568,D,D,64,65,Flat,Detached,2008-11-04,E07000041,E14000698,Devon,2008-11-05,rental (private),53,53,544,543,2.8,82.1,2.8,25,17,258,261,84,84,33.98,dual,N,Ground,N,3,Automatic charge control,100,double glazing installed before 2002,Normal,0,2,2,50,0,"Electric immersion, off-peak",Average,Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,(another dwelling above),,,Electric storage heaters,Average,Poor,Automatic charge control,Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,no corridor,,2.3,0,N,natural,"Flat 1 Elizabethan Court, Roberts Road",Exeter,Exeter,4225d4b6300f7099451c6c6b3e8f82e5e25fcc79a51d24428e43e8d4b1ed6fb1
7.44071720120127E+020,"39a, Bodley Close",,,EX1 3LG,5072315968,C,C,77,78,Flat,NO DATA!,2012-01-26,E07000041,E14000698,Devon,2012-01-27,rental (social),81,81,142,136,1.4,27,1.3,50,32,254,256,69,69,51.388,Single,Y,1st,Y,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,2,2,43,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 250mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 43% of fixed outlets,Average,Average,mains gas (not community),0,no corridor,,2.393,0,,natural,"39a, Bodley Close",Exeter,Exeter,e016893b2cf9b05492ca3e02410197aaf951b9cd9fb043b5f4f82589b32143d0
7.24271520111116E+020,"64, Wilton Way",,,EX1 3UR,9229833968,C,C,70,72,House,Detached,2011-11-16,E07000041,E14000698,Devon,2011-11-16,marketed sale,68,71,172,158,3.9,33,3.6,98,58,599,575,111,111,116.82,Single,Y,NODATA!,,,Programmer and room thermostat,100,double glazing installed before 2002,Normal,0,6,6,31,1,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 31% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.31,0,,natural,"64, Wilton Way",Exeter,Exeter,90c2a7a6d13872bb3dc760e544ba57cd0798fb525efe7557f8bfa34855810ed1
4.52880720100311E+020,"25, St. Loyes Road",,,EX2 5HL,6791663768,D,C,68,70,House,Semi-Detached,2010-03-11,E07000041,E14000698,Devon,2010-03-11,marketed sale,67,69,230,215,3.1,38,2.9,70,42,513,497,95,95,92.82,Single,Y,NO DATA!,,,"Programmer, room thermostat and TRVs",91,"double glazing, unknown install date",Normal,0,5,3,33,1,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",,,Mostly double glazing,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.45,0,N,natural,"25, St. Loyes Road",Exeter,Exeter,a77060181ee9db3800838484f076a2af8d1dc9b13cba2e528bbccde48774eb81
1.53422220081002E+020,"28, Temple Road",,,EX2 4HQ,1249761568,D,D,63,65,House,Mid-Terrace,2008-10-01,E07000041,E14000698,Devon,2008-10-02,rental (private),57,59,322,306,3.7,54,3.5,49,30,477,463,71,71,68.05,Single,Y,NO DATA!,,,"Programmer, TRVs and bypass",70,double glazing installed before 2002,Normal,2,4,4,40,2,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.72,0,N,natural,"28, Temple Road",Exeter,Exeter,b2f07c445126983d7044ed57a9c4b60e41cf185cb897b9d40706d9f12a00afd8
1.00626920080423E+020,"66, Broadway",,,EX2 9LY,4400296468,D,C,60,70,House,Semi-Detached,2008-04-23,E07000041,E14000698,Devon,2008-04-23,not recorded,63,72,17452,11990,42,-99,2678,48,34,494,363,72,72,96,Single,Y,1st,N,1,"Programmer, room thermostat and TRVs",,INVALID!,Normal,2,5,5,1,2,"Room heaters, wood logs",,,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,Low energy lighting in 60% of fixed outlets,Good,Good,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,From main system,Very Good,Very Good,INVALID!,-99,no corridor,0,2,0,N,natural,"66, Broadway",Exeter,Exeter,8de19f914e9ab61eb0006236e4db02d96cb4f1b13aec0f1042e6e8d4501efe64
1.03487722013103E+021,"13, Newcombe Street",,,EX1 2TG,8929085178,D,C,62,80,House,Mid-Terrace,2013-10-30,E07000041,E14000698,Devon,2013-10-30,rental (private),54,75,198,89,5,41,2.4,104,62,770,584,129,75,120,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",95,double glazing installed during or after 2002,Normal,2,5,5,33,2,From main system,Good,Good,"Solid, no insulation (assumed)",,,Mostly double glazing,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, coal",,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,0,,natural,"13, Newcombe Street",Exeter,Exeter,f95bd3ee87001da4a1a0946060f9d69cac6c35bf0a56d2505082bb6140087233
6.13955920120925E+020,"75, Chaucer Grove",,,EX4 7BX,9871255868,B,B,83,83,House,Semi-Detached,2012-09-25,E07000041,E14000698,Devon,2012-09-25,new dwelling,86,87,87,84,1.2,17,1.2,54,43,257,258,91,91,72,standard tariff,,NO DATA!,,,"Programmer, room thermostat and TRVs",,NO DATA!,NO DATA!,,,,9,,From main system,Good,Good,Average thermal transmittance 0.19 W/m?K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.25 W/m?K,Very Good,Very Good,None,,,Average thermal transmittance 0.12 W/m?K,Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.44,,,NO DATA!,"75, Chaucer Grove",Exeter,Exeter,b815622b7a881419897a4d2c4019e0afb104f40f0cb8f8fd7e9fe396bd354e32
1.98557620081209E+020,"15, Carpenter Close",,,EX4 3BQ,5020645568,C,B,74,82,House,End-Terrace,2008-12-09,E07000041,E14000698,Devon,2008-12-09,rental (social),70,80,262,172,2.1,44,1.3,29,21,209,186,137,74,47.029,Single,Y,1st,N,3,Room thermostat only,100,secondary glazing,More Than Typical,0,2,2,62,0,From main system,Average,Good,(other premises below),,,Fully secondary glazing,Good,Good,"System built, as built, insulated (assumed)",Good,Good,None,,,(another dwelling above),,,"Boiler and radiators, mains gas",Average,Good,Room thermostat only,Poor,Poor,Low energy lighting in 62% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.739,0,N,natural,"15, Carpenter Close",Exeter,Exeter,87d5d5970e14dbcf9edf5cb127908b201719d99cd22c2fc4acaa389884ebf411
1.1128814201404E+021,"18, Salmon Pool Lane",,,EX2 4SN,3467231278,D,B,65,81,House,Semi-Detached,2014-04-01,E07000041,E14000698,Devon,2014-04-01,marketed sale,61,78,180,89,4.3,35,2.2,101,66,785,588,103,104,125,Unknown,Y,NODATA!,,,"Programmer, TRVs and bypass",100,double glazing installed during or after 2002,Normal,2,6,6,47,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 47% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,0,,natural,"18, Salmon Pool Lane",Exeter,Exeter,041af46bde979c4bdbc5c944ee8866c707e078239a9b5bf08a96da2441769aa9
6.52235220110708E+020,3 Dennysmead Court,Glenthorne Road,,EX4 4QU,6058138868,D,C,60,73,House,Mid-Terrace,2011-07-08,E07000041,E14000698,Devon,2011-07-08,rental (private),56,73,272,168,3.9,52,2.4,41,41,528,398,233,105,74.78,Single,Y,NODATA!,,,Programmer and room thermostat,20,double glazing installed before 2002,Normal,0,4,4,100,0,"From main system, no cylinder thermostat",Poor,Poor,"Solid, no insulation (assumed)",,,Some double glazing,Very Poor,Very Poor,"Cavity wall, as built, insulated (assumed)",Good,Good,None,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.35,0,,natural,"3 Dennysmead Court, Glenthorne Road",Exeter,Exeter,d54e71dd3d8d88cd2b3a9f22ec8cffcf5e3f3fbf0d5aee265d499ea6e3b87820
6.72303200802071E+019,"11, Deacon Close",,,EX2 8FQ,4260074468,F,D,35,55,Bungalow,Mid-Terrace,2008-02-07,E07000041,E14000698,Devon,2008-02-07,not recorded,48,62,6275,4080,74,-99,2738,45,22,570,371,157,157,51,Single,N,1st,N,1,Automatic charge control,,INVALID!,Normal,2,3,3,0,0,none,,,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,No low energy lighting,Very Poor,Very Poor,"Pitched, 50 mm loft insulation",Poor,Poor,Electric storage heaters,Very Poor,Very Poor,Automatic charge control,Average,Average,"Electric immersion, off-peak",Average,Poor,electricity - this is for backwards compatibility only and should not be used,-99,no corridor,0,2,0,N,natural,"11, Deacon Close",Exeter,Exeter,9df795bbec616942f1f1bab2bf9d5dfa5e5821c0be11515df7ecbecfb0c55f57
5.69609620101129E+020,Flat 3 Crossley House,"32, Denmark Road",,EX1 1SE,8624002868,C,C,71,74,Flat,Detached,2010-11-15,E07000041,E14000698,Devon,2010-11-29,marketed sale,61,63,391,371,2.5,59,2.4,36,27,240,211,114,114,43,dual,N,Ground,N,3,Manual charge control,100,double glazing installed before 2002,Normal,0,2,2,67,0,"Electric immersion, off-peak",Average,Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,(another dwelling above),,,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 67% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,heated corridor,,2.3,0,N,natural,"Flat 3 Crossley House, 32, Denmark Road",Exeter,Exeter,1b32cbbd9fed65a8b46bcad10aa9aee9d0f5f76d236167b99731d462daa43500
4.5987262010033E+020,Flat 8 Camilla Court,Longbrook Terrace,,EX4 4EU,7371714768,C,B,80,83,Flat,NO DATA!,2010-03-30,E07000041,E14000698,Devon,2010-03-30,rental (social),80,83,155,134,1.6,25,1.3,57,35,246,238,95,83,61.32,Single,Y,1st,N,4,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,3,3,37,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,(another dwelling above),,,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 37% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,2.46,2.38,0,N,natural,"Flat 8 Camilla Court, Longbrook Terrace",Exeter,Exeter,71cb03f856f25b47da5f311ff72ffc65a78184b435cc9133cb0e064fc482936c
6.49136620140312E+020,"27, Normandy Road",,,EX1 2SR,9712808868,D,B,67,87,House,Mid-Terrace,2014-03-12,E07000041,E14000698,Devon,2014-03-12,none of the above,69,90,177,46,2.7,31,0.7,76,52,556,377,98,69,87,Single,Y,NODATA!,,,"Programmer, TRVs and bypass",0,single glazing,Normal,0,5,5,53,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Single glazed,Very Poor,Very Poor,"Cavity wall, filled cavity",Good,Good,"Room heaters, wood logs",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 53% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,,0,,natural,"27, Normandy Road",Exeter,Exeter,6e7d6e49cd62263249a3b6a8c472e50736476f7c7130223bf0b4e42871c84ec1
8.4930320080328E+019,"25, Tuckfield Close",,,EX2 5LS,8370585468,D,C,59,75,House,Semi-Detached,2008-03-27,E07000041,E14000698,Devon,2008-03-28,not recorded,52,71,16857,250,3402.27,-99,2070.88,29.199987,20.15,327.5241,233.82,126.48148,70.72,58.8,Single,Y,NO DATA!,,,Main-Heating-Controls,,INVALID!,Normal,0,4,0,15,0,Hot-Water,Average,Good,Floor,,,Window,Average,Average,Wall,Good,Good,Secondary-Heating,Average,Average,Roof,Good,Good,Main-Heating,Average,Good,Main-Heating-Controls,Very Poor,Very Poor,Lighting,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,-99,NO DATA!,,2.5,0,N,natural,"25, Tuckfield Close",Exeter,Exeter,b97c253ceb667d290352f4d64b0aaea637af5eacb83b2744656f9e2d8017d0d1
1.21373822014101E+021,"9, Surbiton Crescent",,,EX4 1PB,3026248278,E,B,54,82,Bungalow,Detached,2014-10-06,E07000041,E14000698,Devon,2014-10-06,marketed sale,50,82,277,82,3.9,53,1.2,56,56,722,450,141,75,72,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,1,5,5,78,0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 78% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,0,,natural,"9, Surbiton Crescent",Exeter,Exeter,6469d737acc0bf2b4ebe1018aa76e5456ab58dca9684ca6a9636cc1fa5e3a8d7
3.75255220091003E+020,Flat 2,"60, St. Annes Road",,EX1 2QD,3955428668,D,C,62,79,Flat,End-Terrace,2009-10-01,E07000041,E14000698,Devon,2009-10-03,rental (private),56,76,335,183,3.5,56,1.9,54,32,527,311,97,81,62.24,Single,Y,1st,N,2,"Programmer, TRVs and bypass",100,double glazing installed before 2002,Normal,1,3,3,30,0,From main system,Good,Good,(other premises below),,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.52,0,N,natural,"Flat 2, 60, St. Annes Road",Exeter,Exeter,32cc2c49f312beda7d56b7cfd3655767925ddf5ac0369b4989f73cb83e5e0d70
7.47766520140708E+020,Flat 3,25 Raleigh Road,,EX1 1TQ,9148735968,F,C,36,76,Flat,Mid-Terrace,2014-07-07,E07000041,E14000698,Devon,2014-07-08,rental (private),43,71,634,299,2.7,112,1.3,39,21,606,127,122,135,24,Single,N,1st,N,,None,100,"double glazing, unknown install date",Normal,0,2,0,0,0,Electric instantaneous at point of use,Very Poor,Very Poor,(other premises below),,,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",,,(another dwelling above),,,No system present: electric heaters assumed,Very Poor,Very Poor,None,Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,To be used only when there is no heating/hot-water system,0,unheated corridor,5.34,,0,,natural,"Flat 3, 25 Raleigh Road",Exeter,Exeter,ea7b358d5812d787ccdc5574747ad38a420456921ef2fc44de997a36ef0d6bcd
1.05618302013121E+021,"39, Round Table Meet",,,EX4 8LG,5325337178,D,B,64,83,House,Detached,2013-12-05,E07000041,E14000698,Devon,2013-12-05,marketed sale,63,83,215,76,2.8,41,1,69,41,443,421,141,64,67,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed before 2002,Normal,0,4,4,30,0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,0,,natural,"39, Round Table Meet",Exeter,Exeter,d1478b931ac3c8d2ca18484f35e349eaa20214a897c6da0d8c1e7b2455d5bc50
5.28149820100816E+020,"107, Cowick Hill",,,EX2 9NJ,9322798768,C,C,69,70,House,Detached,2010-08-16,E07000041,E14000698,Devon,2010-08-16,rental (private),64,65,252,240,3.5,42,3.3,54,43,552,533,98,98,82.03,Single,Y,NO DATA!,,,"Programmer, room thermostat and TRVs",66,double glazing installed before 2002,Normal,1,5,5,75,0,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.47,0,N,natural,"107, Cowick Hill",Exeter,Exeter,3f3f4336d0be70d8e5d4fd45ede12713dea70bcff2ead6942a123085bf88bab4
5.13678420100715E+020,"17, Pound Lane",Topsham,,EX3 0NA,662797768,D,C,62,74,House,End-Terrace,2010-07-14,E07000041,E14000678,Devon,2010-07-15,rental (private),56,70,337,229,3.6,56,2.4,50,34,523,389,152,108,63.93,Unknown,Y,NO DATA!,,,"Programmer, room thermostat and TRVs",100,"double glazing, unknown install date",Normal,1,4,4,50,0,From main system,Average,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,None,,,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Average,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,"17, Pound Lane, Topsham",Exeter,East Devon,bf74b270e7623d6354cb06a6d2c0b835783255fe426e522af8ccc5f9b3021c0a
4.69538720100414E+020,"39, Roberts Road",,,EX2 4HD,5753684768,D,D,62,63,House,End-Terrace,2010-04-14,E07000041,E14000698,Devon,2010-04-14,marketed sale,58,58,320,318,3.3,54,3.3,40,32,548,549,82,82,61.95,Single,Y,NO DATA!,,,"Programmer, room thermostat and TRVs",65,double glazing installed before 2002,Normal,1,4,4,75,1,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",,,Partial double glazing,Poor,Poor,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, dual fuel (mineral and wood)",,,"Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.63,0,N,natural,"39, Roberts Road",Exeter,Exeter,42799e5455eb29dd0c3df36be6eebc9a6192eee974ac156e4a3f6bb1fbdbbf69
1.41417712016022E+021,"57, Woolsery Avenue",,,EX4 8BJ,8230062478,D,B,57,83,House,Semi-Detached,2016-02-16,E07000041,E14000698,Devon,2016-02-17,marketed sale,49,80,288,94,4.9,51,1.6,107,61,823,513,191,78,97,Unknown,Y,NODATA!,,,"Programmer, TRVs and bypass",100,"double glazing, unknown install date",Normal,1,5,5,25,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,,,N,natural,"57, Woolsery Avenue",Exeter,Exeter,9d10da8189ec970afcfe4fb1790f6d1dc9c4e6d76c52c2b4195a277c395b7734
1.28698372015023E+021,"19, Codrington Street",,,EX1 2BU,2370163378,C,B,69,90,House,End-Terrace,2015-02-26,E07000041,E14000698,Devon,2015-02-26,rental (social),68,91,208,36,2.3,37,0.4,52,52,434,299,90,59,64,Single,Y,NODATA!,,,Programmer and room thermostat,100,double glazing installed before 2002,Normal,0,4,4,75,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,,,N,natural,"19, Codrington Street",Exeter,Exeter,2a8c2e510ed9d154f2de8c8d5506443d2b2fcb8ff500289477cd7a15b8a133e0
1.6454582008101E+020,"240, Farm Hill",,,EX4 2ND,9399032568,D,C,67,74,House,Mid-Terrace,2008-10-09,E07000041,E14000698,Devon,2008-10-10,rental (private),60,65,365,315,3,55,2.6,47,26,255,202,111,111,54.3,dual,N,NO DATA!,,,Manual charge control,100,double glazing installed during or after 2002,Normal,0,3,1,22,0,"Electric immersion, off-peak",Average,Poor,"Suspended, no insulation (assumed)",,,Fully double glazed,Good,Good,"Timber frame, as built, insulated (assumed)",Good,Good,Portable electric heaters,,,"Pitched, 75 mm loft insulation",Average,Average,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 22% of fixed outlets,Poor,Poor,electricity - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.35,0,N,natural,"240, Farm Hill",Exeter,Exeter,6077e1e03957dc8a53ee8e012cfa67baff0e3a4f579e3764c9a1cadb2b3eecf5
1.44520762016052E+021,"14, Brookside Crescent",,,EX4 8NF,3389974478,D,B,62,83,Bungalow,Semi-Detached,2016-05-19,E07000041,E14000698,Devon,2016-05-19,marketed sale,56,80,260,102,3.9,46,1.6,69,55,718,504,108,72,84,Single,Y,NODATA!,,,"Programmer, room thermostat and TRVs",100,double glazing installed during or after 2002,Normal,1,5,5,75,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.35,,N,natural,"14, Brookside Crescent",Exeter,Exeter,7077cf6580c90c6ca7b5c693058ea83de9df9119ce5db3ec940d82d9e4bdc53f
4.95896220100627E+020,"5, Guinness Lane",,,EX4 2LP,8610176768,D,D,55,62,House,End-Terrace,2010-06-15,E07000041,E14000698,Devon,2010-06-27,marketed sale,47,51,397,358,6,60,5.4,87,58,654,547,158,158,114.42,dual,N,NO DATA!,,,Manual charge control,100,double glazing installed before 2002,Normal,0,4,4,50,0,"Electric immersion, off-peak",Average,Poor,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",,,"Pitched, 150 mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 50% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.38,0,N,natural,"5, Guinness Lane",Exeter,Exeter,f4453da03a5380f506e340c9e59ea7d67ab3e841460bcc3d6b6e5673acd9d153
